EDUCATION,AGE,SEX_MAR,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,LIMIT_BAL,log_PAY_AMT1,log_PAY_AMT2,log_PAY_AMT3,log_PAY_AMT4,log_PAY_AMT5,log_PAY_AMT6,def_pay
1,23,2,0,0,0,0,0,0,90000.0,8.65834547117212,0.0,8.593969030218288,7.0909098220799835,7.6236419465115715,7.601402334583733,0
3,23,2,0,0,0,0,0,0,50000.0,7.587817219993427,7.2633296174768365,6.90975328164481,7.267525427828172,6.968850378341948,6.905753276311464,0
1,27,2,1,0,0,0,0,0,60000.0,0.0,6.90875477931522,0.0,6.2166061010848646,0.0,6.90875477931522,1
3,30,5,0,0,0,0,0,0,50000.0,7.170888478512505,7.170888478512505,6.90875477931522,7.313886831633462,6.90875477931522,6.920671504248683,0
3,47,4,0,0,0,0,0,0,50000.0,8.13622555490846,8.137980454452139,7.623153068476902,10.323217104657997,5.552959584921617,0.0,0
1,26,2,0,0,0,0,0,0,50000.0,7.313886831633462,7.313886831633462,6.90875477931522,6.90875477931522,7.3783837129967145,0.0,0
1,27,5,0,0,0,0,0,0,230000.0,9.756784073343919,9.494165014100659,9.638219074921247,9.568574100378909,10.526560920459826,0.0,0
2,33,2,2,0,0,0,0,0,50000.0,7.449498005382849,7.313886831633462,6.90875477931522,6.90875477931522,6.90875477931522,6.57507584059962,1
1,32,2,0,0,0,0,0,0,100000.0,8.014335737299424,8.163940954755008,8.10258642539079,8.07246736935477,8.071218539969863,7.826044013518965,0
2,54,4,0,0,0,0,0,0,500000.0,8.331586243630754,10.035743131656599,8.925587339030281,11.17661321555038,6.889591308354466,10.850947439822313,0
1,58,1,0,0,0,0,0,0,500000.0,8.518592212329946,10.347500070256531,8.064950891749143,0.0,8.574329382787047,6.645090969505644,0
1,30,2,0,0,0,0,0,0,160000.0,4.882801922586371,5.983936280687191,5.983936280687191,6.338594078203183,6.675823221634848,0.0,0
2,40,1,0,0,0,0,0,0,280000.0,8.990566138131577,8.9947928972836,8.748463629942055,8.764209507142004,8.764209507142004,8.815518423966498,0
2,22,5,0,0,0,0,0,0,60000.0,7.313886831633462,7.325807502595773,7.622663951323595,0.0,10.772099502426816,6.42648845745769,0
1,25,2,1,0,0,0,0,0,50000.0,6.660575149839686,0.0,0.0,0.0,0.0,0.0,1
1,31,2,0,0,2,0,0,0,280000.0,9.113388845899733,0.0,9.208037722913508,8.987321812850125,9.161780181360806,6.661854740545311,0
1,33,2,0,0,0,0,0,0,360000.0,9.210440366976517,8.853808274977197,8.699681400989514,12.148660670134445,10.239995502805316,8.294299608857235,0
1,25,5,0,0,0,0,0,0,70000.0,8.006700845440367,8.412054873292933,8.304742269640771,7.824445930877619,7.937731775260109,7.824445930877619,0
2,22,2,0,0,0,0,0,0,10000.0,7.313886831633462,7.982074875081202,6.90875477931522,5.707110264748875,6.90875477931522,6.2166061010848646,0
2,37,4,0,0,0,0,0,0,140000.0,8.006700845440367,8.006700845440367,8.006700845440367,8.294299608857235,8.294299608857235,8.006700845440367,0
1,30,5,0,0,0,2,0,0,40000.0,8.006700845440367,8.517393171418904,0.0,7.601402334583733,8.006700845440367,0.0,0
1,29,2,0,0,0,0,0,0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,22,5,0,0,2,0,0,0,20000.0,8.006700845440367,0.0,9.725675811220002,5.814130531825066,0.0,0.0,1
4,46,5,0,0,0,0,0,0,150000.0,6.921658184151129,7.065613363597717,0.0,0.0,0.0,0.0,1
2,32,2,0,0,0,0,0,0,380000.0,9.977713374888099,9.625029474611878,10.11366743745848,9.380251908693456,9.382274835883651,9.018210874191142,0
1,24,2,0,0,0,0,0,0,20000.0,7.1846291527173145,7.182352111885263,6.558197802812269,6.834108738813838,6.816735880594968,6.975413927455952,0
3,42,2,1,2,2,2,2,0,70000.0,0.0,8.03947991910045,7.601402334583733,0.0,7.313886831633462,7.313886831633462,1
3,43,6,0,0,0,0,0,0,100000.0,7.601402334583733,7.382124365737512,7.313886831633462,7.601402334583733,7.313886831633462,6.90875477931522,0
2,49,4,0,0,0,0,0,0,310000.0,8.971575439759016,8.936035096566041,9.322418275381533,8.173293438966228,6.142037405587356,0.0,0
1,25,5,1,2,0,0,0,0,180000.0,7.170888478512505,7.606387389772652,7.47477218239787,7.47477218239787,7.490529402060711,7.392031567514591,0
1,29,5,2,0,0,0,0,0,150000.0,7.3783837129967145,7.449498005382849,6.956545443151569,7.313886831633462,7.601402334583733,8.517393171418904,0
1,45,4,0,0,0,0,0,0,500000.0,8.200013648175434,5.093750200806762,0.0,5.0238805208462765,7.836369760545124,0.0,0
3,34,4,0,0,0,0,0,0,180000.0,9.04793908261736,7.313886831633462,8.922791623969637,6.522092798170152,9.105090961257085,7.601402334583733,0
2,34,4,0,0,0,0,0,0,180000.0,8.997642078523512,8.89521858376562,8.566744970245486,8.479491324232226,8.479906606630221,8.24301946898925,0
1,34,5,0,3,2,2,2,2,200000.0,0.0,0.0,6.55250788703459,0.0,7.0909098220799835,0.0,0
2,29,4,0,0,0,0,0,0,400000.0,9.741027444837728,9.61780348274702,10.308985993422082,9.392745258631441,9.392745258631441,10.043292972227004,0
3,28,4,0,0,0,0,0,0,500000.0,7.324489979348532,7.170888478512505,6.90875477931522,6.90875477931522,7.601402334583733,7.601402334583733,1
2,39,1,0,0,0,0,0,0,70000.0,8.300528606199737,7.647786045440933,6.90875477931522,7.601402334583733,8.006700845440367,0.0,0
1,29,2,2,2,2,2,2,2,50000.0,0.0,7.901377353792616,0.0,7.70796153183549,7.0909098220799835,0.0,1
2,46,4,0,0,0,0,0,0,50000.0,6.90875477931522,0.0,0.0,0.0,0.0,0.0,1
2,51,4,0,0,0,0,0,0,130000.0,0.0,0.0,0.0,7.763871287820222,0.0,0.0,0
1,57,1,0,0,0,0,2,2,200000.0,0.0,0.0,9.014690384970896,5.707110264748875,0.0,6.90875477931522,1
2,56,1,2,2,2,0,0,0,10000.0,7.741099090035366,0.0,5.017279836814924,5.303304908059076,5.303304908059076,5.081404364984463,1
1,30,5,2,0,0,0,0,0,210000.0,5.707110264748875,7.05617528410041,7.732369222284388,5.707110264748875,8.35490952835879,6.813444599510896,0
3,29,5,1,0,0,0,2,0,130000.0,0.0,0.0,9.911554923613886,0.0,8.898365606955357,9.539644119118783,0
4,22,2,2,0,0,0,0,0,20000.0,0.0,7.0909098220799835,6.90875477931522,6.2166061010848646,6.90875477931522,0.0,0
1,31,2,0,0,0,0,0,0,80000.0,0.0,5.968707559985366,5.968707559985366,5.968707559985366,5.968707559985366,5.968707559985366,0
2,29,2,2,2,2,2,2,2,320000.0,7.824445930877619,7.824445930877619,0.0,8.476579508530941,7.783640596221253,7.3783837129967145,1
2,32,4,0,0,0,0,2,0,200000.0,8.66888370465667,2.772588722239781,9.116359308505288,2.8903717578961645,8.060224240440958,7.241366283322318,0
1,37,5,1,0,0,0,0,0,290000.0,0.0,8.057060681965766,0.0,7.7664168980196555,0.0,0.0,0
1,32,2,0,0,0,0,0,0,340000.0,8.65067458279072,10.06279633502101,8.36985260351753,11.29667063185944,10.163926888594034,7.6093665379542115,0
2,24,2,0,0,2,0,0,0,20000.0,7.955425088912672,0.0,6.415096959171596,6.447305862541213,7.313886831633462,0.0,0
3,25,2,0,0,0,0,0,0,50000.0,7.473069088032197,7.484368643286131,5.771441123130016,6.2166061010848646,6.90875477931522,6.90875477931522,0
1,45,4,0,0,0,0,0,0,300000.0,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,5.676753802268282,0
2,22,5,0,0,0,0,0,0,30000.0,7.430707082545968,7.244941546337007,6.329720905522696,8.006700845440367,7.476472381163905,0.0,1
2,44,5,1,0,0,0,0,0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,33,6,0,0,0,0,0,0,470000.0,8.764209507142004,8.931551966694522,8.006700845440367,6.8679744089702925,6.90875477931522,8.006700845440367,0
1,26,5,0,0,0,0,0,0,360000.0,8.475746001502063,8.131824785007195,8.03947991910045,11.897514169490739,5.2832037287379885,7.994294986415977,0
3,30,2,0,0,0,0,0,0,60000.0,7.3632795869630385,7.101675971619444,6.47543271670409,6.645090969505644,7.039660349862076,0.0,1
2,44,4,0,0,2,0,0,0,400000.0,9.278092474027002,1.3862943611198906,8.02322468471667,8.006700845440367,8.071218539969863,7.937731775260109,0
3,49,5,0,0,0,0,0,0,50000.0,7.424761761823209,7.172424577124845,6.55250788703459,6.551080335043404,6.745236349484363,6.717804695023691,0
2,33,2,0,0,0,0,0,0,160000.0,8.38958706681109,8.17413934342947,11.289794413577894,8.412054873292933,8.476579508530941,8.412054873292933,0
1,45,4,0,0,2,0,0,0,360000.0,7.065613363597717,0.0,0.0,5.968707559985366,5.968707559985366,5.968707559985366,1
2,32,5,0,0,0,0,0,0,160000.0,7.045776576879511,7.601402334583733,7.601402334583733,0.0,6.642486801367256,7.742402021815782,0
1,35,4,0,0,0,0,0,0,130000.0,10.596659732783579,8.517393171418904,7.193685818395112,8.867286523989415,7.0825485693553,7.645397699428633,0
3,44,2,2,2,0,0,0,2,20000.0,0.0,7.409741954080923,6.90875477931522,7.601402334583733,0.0,7.313886831633462,0
1,53,1,2,2,2,2,2,2,200000.0,8.748463629942055,8.612685172875459,8.612685172875459,8.612685172875459,8.517393171418904,8.517393171418904,1
1,39,5,0,0,0,0,0,0,280000.0,0.0,8.286269452783065,0.0,0.0,0.0,0.0,0
1,27,5,0,0,0,0,0,0,100000.0,8.9300972286214,0.0,0.0,0.0,0.0,0.0,0
2,37,4,0,0,0,0,0,0,160000.0,7.3796321526095525,6.734591659972948,6.734591659972948,0.0,0.0,8.953769294549454,0
2,23,5,0,0,0,0,0,0,60000.0,7.569411792450712,7.171656822768514,6.52649485957079,6.53813982376767,6.705639094860003,6.728628613084702,0
2,35,2,0,0,0,0,0,0,90000.0,8.19478163844336,8.188133414510478,7.07326971745971,7.014814351275545,7.007600613951853,7.042286171939743,0
1,43,1,0,0,0,0,0,0,360000.0,9.028818495352793,8.130059039992796,9.465215121451847,10.203629181337648,0.0,11.14155738943011,0
1,27,2,0,0,0,0,0,0,150000.0,8.302017809751204,9.211040127090456,8.09162741160107,8.304247465078474,7.4377951216719325,6.68586094706836,0
3,22,4,0,0,0,0,0,0,50000.0,7.252762418053187,7.085901464365611,5.940171252720432,5.641907070938114,5.7745515455444085,5.288267030694535,0
2,38,1,0,0,0,0,0,0,20000.0,7.438383530044307,7.2868764117507,6.440946540632921,7.467942332285852,5.017279836814924,0.0,1
1,32,2,0,0,0,0,0,0,140000.0,9.2314166975781,6.7464121285733745,6.030685260261263,4.61512051684126,7.266128779556451,0.0,0
1,30,5,0,0,0,0,0,0,380000.0,5.4116460518550396,10.409672424652523,7.066466970136958,7.088408778675395,7.1316985104669115,8.517393171418904,0
1,63,1,0,0,0,2,2,0,480000.0,9.685269351744411,10.927627700184981,9.741027444837728,0.0,9.798182590890704,10.094149233605084,0
3,22,5,0,0,0,0,0,0,50000.0,7.477604243197589,7.217443431696533,6.910750787961936,6.734591659972948,6.903747257584598,6.807934943699926,1
2,26,5,2,2,2,2,2,0,60000.0,0.0,8.517393171418904,7.828834527588089,1.9459101490553132,8.006700845440367,8.006700845440367,0
2,24,5,0,0,0,0,0,0,70000.0,0.0,0.0,0.0,0.0,10.186031447131786,7.601402334583733,0
2,36,4,0,0,0,0,0,0,80000.0,7.959275960116396,8.09559870137819,8.107720061910534,7.048386408721883,7.048386408721883,6.943122422819428,0
1,52,2,0,0,0,0,0,0,350000.0,7.728855823852543,6.583409222158765,6.7661917146603505,7.048386408721883,8.568646473005153,8.51959031601596,0
2,38,2,0,0,0,0,0,0,130000.0,9.297343415597757,0.0,11.803039577613292,8.426611813185,11.804415278764838,8.475746001502063,0
2,35,1,1,0,0,0,0,0,360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,31,4,0,0,2,0,0,0,330000.0,9.13356731317027,0.0,8.187021067343505,8.31898612539206,9.667448713236185,0.0,0
3,47,1,0,0,2,0,0,0,50000.0,7.601402334583733,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,0
2,41,1,2,2,2,2,2,3,280000.0,8.77971129020447,0.0,9.564863001346772,9.605822482030945,0.0,8.517393171418904,0
1,24,5,0,0,0,0,0,0,100000.0,7.601402334583733,7.8928255262511176,8.031710375322042,8.533263371593732,8.006700845440367,7.617759576608505,0
2,41,2,0,0,0,0,0,0,50000.0,7.201170883281678,7.174724309836376,6.55250788703459,6.577861357721047,6.586171654854675,6.529418838262226,0
1,24,2,0,2,0,0,3,2,30000.0,0.0,7.180069874302796,8.006700845440367,0.0,6.90875477931522,6.90875477931522,1
1,28,2,0,0,0,0,0,0,240000.0,5.7899601708972535,5.7899601708972535,8.644178203170727,6.1675164908883415,5.7899601708972535,6.267200548541362,0
2,26,2,2,0,0,0,0,0,80000.0,7.601402334583733,7.438971592395862,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,1
2,34,1,0,0,0,0,0,0,400000.0,9.177610547353265,9.381600981410713,8.966994113344454,9.604946736749472,8.982184278838428,8.650499558724462,0
2,38,5,0,0,0,0,0,0,240000.0,7.601402334583733,8.006700845440367,8.006700845440367,7.176254532017144,7.093404625868766,6.335054251498059,0
3,37,2,2,2,2,3,2,2,50000.0,6.90875477931522,8.3030093814735,6.90875477931522,7.244941546337007,7.937731775260109,0.0,1
1,40,1,1,0,0,0,0,0,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,48,4,1,0,0,0,0,0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,35,4,2,0,0,0,0,0,310000.0,9.47424191576256,9.317309592973425,9.036938912556787,9.0595174822416,8.829665432675236,8.69751274553952,1
1,27,2,0,0,0,0,0,0,20000.0,7.247792581767846,7.030857476116121,6.398594934535208,6.759255270663693,5.749392985908253,0.0,0
2,23,2,1,0,0,0,0,0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,52,2,0,0,0,0,0,0,200000.0,8.18004072349016,8.184792654165078,8.189522110748094,8.255568653283746,8.207946941048617,8.23880116587155,0
1,36,1,0,0,0,0,0,0,180000.0,8.445911989411274,7.897668150726906,7.63433723562832,7.669961995473577,7.704361167910313,6.90875477931522,1
2,51,1,0,0,0,0,0,0,50000.0,6.90875477931522,6.9726062513017535,7.170888478512505,7.313886831633462,7.0909098220799835,4.90527477843843,1
3,55,1,3,2,2,0,0,0,60000.0,7.826044013518965,2.0794415416798357,7.0909098220799835,7.0909098220799835,7.00397413672268,7.313886831633462,0
1,23,5,1,0,0,0,0,0,30000.0,8.638702608813434,8.163086375583216,3.332204510175204,9.530392824458414,8.684739462628038,8.014666370464942,0
1,41,2,1,0,0,0,0,0,240000.0,7.872073979866873,8.102283624480073,0.0,5.8888779583328805,7.460490305825338,6.829793737512425,0
2,34,1,0,0,0,0,0,0,420000.0,9.184509611941662,9.164715193949908,8.93642970360832,8.965845494750937,8.889308319842847,9.334944535200714,0
3,46,1,0,0,0,0,0,0,330000.0,9.01322999770879,8.999125391527247,8.990441550826862,9.008958312443486,9.035034150076132,9.012011377036412,0
2,22,5,0,0,0,0,0,0,30000.0,7.601402334583733,7.244941546337007,0.0,6.2166061010848646,0.0,7.353081920515432,0
2,34,1,0,0,0,2,2,2,240000.0,7.313886831633462,7.496097345175956,0.0,6.90875477931522,0.0,5.793013608384144,0
1,27,2,0,0,0,0,0,0,150000.0,7.824445930877619,8.006700845440367,8.006700845440367,8.006700845440367,8.160803920954665,8.517393171418904,0
2,33,4,0,0,0,0,0,0,210000.0,7.313886831633462,7.313886831633462,6.90875477931522,6.2166061010848646,7.601402334583733,6.304448802421981,0
3,51,4,0,0,0,0,0,0,50000.0,5.707110264748875,8.679482094459956,0.0,0.0,0.0,0.0,1
1,24,2,0,0,0,0,0,0,50000.0,7.766840537085513,7.438971592395862,6.90875477931522,6.803505257608338,6.769641976852503,7.664346632098617,0
1,47,2,1,0,0,0,0,0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,28,2,0,0,0,0,0,0,180000.0,0.0,6.0330862217988015,5.808142489980444,6.2166061010848646,8.160803920954665,6.725033642166843,0
2,23,2,1,2,2,2,0,0,50000.0,6.90875477931522,9.210440366976517,5.993961427306569,6.55250788703459,6.68586094706836,6.398594934535208,0
2,29,2,0,0,0,0,0,0,170000.0,9.210440366976517,9.210440366976517,9.210440366976517,9.208739090609209,9.671807670199632,9.210440366976517,0
1,29,2,0,0,0,0,0,0,20000.0,9.65419251248905,5.84354441703136,7.75833346749091,8.455955881945048,5.8289456176102075,5.802118375377063,0
1,28,2,0,0,0,0,0,3,50000.0,6.90875477931522,7.313886831633462,7.601402334583733,7.367708572374371,7.00397413672268,0.0,0
2,27,5,0,0,0,0,0,0,170000.0,7.415776975415394,7.0909098220799835,5.863631175598097,5.883322388488279,5.209486152841421,0.0,1
1,34,2,1,2,0,0,0,0,200000.0,8.987321812850125,8.517393171418904,10.92415631759022,8.517393171418904,8.517393171418904,9.04793908261736,0
2,23,4,1,2,3,2,0,0,80000.0,7.409136443920128,0.0,0.0,5.940171252720432,7.645875825184813,0.6931471805599453,0
1,60,4,1,0,0,0,0,0,260000.0,0.0,10.021315031649332,0.0,6.877296071497429,6.90875477931522,0.0,0
2,32,1,0,0,0,0,2,0,140000.0,8.147867129923947,8.042699496897637,8.517393171418904,0.0,7.650168700845001,7.864419904994565,0
1,25,2,0,0,0,0,0,0,80000.0,10.308985993422082,8.006700845440367,8.699681400989514,8.987321812850125,7.601402334583733,9.546884034617925,0
1,41,2,1,0,0,0,0,0,350000.0,7.9748769005588755,6.90875477931522,6.447305862541213,0.0,0.0,0.0,0
2,56,4,0,0,0,0,0,0,280000.0,8.99255742690407,8.81001204797317,8.544419177669829,11.51293546492023,8.853808274977197,8.751790892775563,0
3,26,5,0,0,0,0,0,0,30000.0,7.438971592395862,7.313886831633462,6.90875477931522,7.313886831633462,7.313886831633462,7.313886831633462,0
1,34,1,0,0,0,0,0,0,140000.0,8.517393171418904,8.517393171418904,9.383116515926606,8.517393171418904,8.006700845440367,8.61341204915678,0
1,37,5,0,0,0,0,0,0,200000.0,8.294299608857235,8.086717920303906,8.086717920303906,8.160803920954665,8.177796683277778,8.517393171418904,0
3,30,5,0,0,0,0,0,0,200000.0,8.895766604056085,8.869116865929483,8.946505025998682,8.732465848349879,8.517393171418904,8.412054873292933,0
3,45,1,2,3,4,4,5,6,210000.0,9.257128533474942,9.257128533474942,9.312806703520673,9.312806703520673,9.365547636278565,9.257128533474942,1
3,57,1,3,2,0,0,0,0,50000.0,0.0,7.3783837129967145,6.2166061010848646,6.2166061010848646,6.398594934535208,6.398594934535208,0
1,41,2,2,2,2,2,2,0,30000.0,8.160803920954665,0.0,7.696667081526462,0.0,7.0909098220799835,7.1316985104669115,0
2,27,2,2,0,0,0,0,2,50000.0,5.968707559985366,6.660575149839686,5.37989735354046,6.762729506931879,0.0,5.968707559985366,0
3,47,1,0,0,0,0,0,0,290000.0,5.983936280687191,5.983936280687191,6.675823221634848,0.0,6.049733455231958,5.91350300563827,0
1,34,4,0,0,2,0,0,0,250000.0,9.79784922051313,0.0,8.607033895416027,8.640648995343156,8.826441041782578,8.27410200229233,0
2,46,4,0,0,0,0,0,0,60000.0,8.006700845440367,7.313886831633462,7.313886831633462,6.90875477931522,7.313886831633462,7.313886831633462,0
1,27,5,0,0,0,0,0,0,110000.0,8.612685172875459,8.268988209506656,8.006700845440367,7.972810784121404,8.006700845440367,7.937731775260109,0
1,50,2,0,0,0,0,0,0,370000.0,9.641083287268616,9.01249900352419,9.643031466337938,8.474911799159631,9.507031738585551,8.45531778769815,0
2,27,1,0,2,2,0,0,0,100000.0,8.06054004653864,0.0,7.193685818395112,7.243512974665482,2.5649493574615367,10.819798284210286,0
2,35,4,0,0,0,0,0,2,90000.0,8.160803920954665,8.160803920954665,8.203304026795282,9.210440366976517,8.294299608857235,0.0,0
2,22,5,0,0,0,0,0,0,50000.0,7.32052696227274,7.274479558773871,6.890609120147166,6.925595197110468,7.15305163493748,6.342121418721152,0
2,37,2,0,0,0,0,0,0,270000.0,8.517393171418904,7.601402334583733,8.006700845440367,8.294299608857235,8.006700845440367,7.601402334583733,0
1,30,5,0,0,0,0,0,0,300000.0,8.098338846189057,0.0,8.375860015299594,7.890956716138919,6.68586094706836,6.616065185132817,0
2,22,5,0,0,0,0,0,0,50000.0,9.61587214452889,6.90875477931522,5.0106352940962555,0.0,8.517393171418904,9.210440366976517,0
1,24,5,1,0,0,0,0,0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,29,2,1,0,0,0,0,0,360000.0,0.0,4.356708826689592,0.0,0.0,0.0,0.0,0
3,56,1,1,2,2,2,2,3,130000.0,8.006700845440367,8.006700845440367,8.006700845440367,8.612685172875459,0.0,0.0,1
1,30,2,0,0,0,0,0,0,80000.0,6.22455842927536,6.2166061010848646,6.90875477931522,6.2166061010848646,8.160803920954665,0.0,0
2,30,2,1,2,0,0,0,2,50000.0,0.0,7.313886831633462,6.90875477931522,7.601402334583733,0.0,7.601402334583733,0
2,22,5,0,0,0,0,0,0,20000.0,7.10085190894405,7.091742115095153,6.2166061010848646,7.313886831633462,7.313886831633462,6.90875477931522,0
2,29,4,0,0,2,0,0,0,80000.0,8.665785595466064,6.90875477931522,6.398594934535208,5.993961427306569,6.90875477931522,0.0,0
1,37,2,0,0,2,0,0,0,240000.0,9.61587214452889,0.0,7.601402334583733,0.0,7.136483208590247,11.096439853578598,0
3,35,5,0,0,0,0,0,0,80000.0,9.433563920090563,8.77971129020447,8.006700845440367,7.601402334583733,8.006700845440367,7.601402334583733,0
1,47,4,0,0,0,0,0,0,500000.0,11.156407651542994,10.320815353186804,10.308985993422082,9.90353755128617,10.862531213475933,9.90353755128617,0
2,24,4,0,0,0,0,0,0,60000.0,7.824445930877619,7.3783837129967145,8.006700845440367,6.90875477931522,6.6039438246004725,7.601402334583733,1
2,25,2,0,0,0,0,0,0,20000.0,7.0909098220799835,7.374001859350161,6.400257445308821,4.912654885736052,7.509335266016592,0.0,0
2,38,4,1,2,0,0,2,0,100000.0,0.0,7.3783837129967145,7.313886831633462,0.0,6.90875477931522,7.313886831633462,1
1,32,5,1,0,0,0,0,0,360000.0,10.952349215939682,8.574707097616844,11.133931874067857,9.53892443574839,9.69590972432601,10.553570643625047,0
3,47,5,2,2,2,2,2,2,200000.0,9.01371703047137,8.853808274977197,8.824824939175638,8.872767529910936,0.0,8.830104317913793,1
2,34,4,1,0,0,0,0,0,130000.0,8.593598522618644,8.517393171418904,8.160803920954665,6.218600119691729,6.90875477931522,7.601402334583733,0
2,31,5,1,5,4,4,3,2,20000.0,0.0,6.90875477931522,0.0,0.0,6.634633357861686,0.0,0
1,32,2,0,0,0,0,0,0,310000.0,9.212438170058329,8.704833909687792,9.21612361673191,8.522976436171964,8.529319371214077,8.348537825386098,0
1,27,5,2,0,0,0,2,0,60000.0,7.202661196523238,7.417580402414544,7.601402334583733,0.0,6.803505257608338,6.741700694652055,1
1,29,5,0,0,0,0,0,0,180000.0,5.298317366548036,0.0,0.0,9.754291246174,5.834810737062605,8.539932678385727,0
1,24,5,0,0,2,0,0,0,180000.0,10.541861707248781,0.0,5.303304908059076,0.0,0.0,0.0,0
2,36,1,0,0,0,0,0,0,50000.0,7.601402334583733,6.90875477931522,7.601402334583733,6.2166061010848646,6.90875477931522,9.904087372608096,0
1,24,5,1,2,2,2,2,2,50000.0,7.550135342488429,7.244941546337007,7.438971592395862,7.334981878871814,7.3783837129967145,0.0,1
2,34,4,0,0,0,0,0,0,150000.0,0.0,0.0,4.762173934797756,0.0,7.313886831633462,0.0,0
1,22,5,0,0,0,0,0,0,20000.0,7.313886831633462,6.940222469119639,6.295266001439646,9.90353755128617,6.542471960506805,6.90875477931522,0
1,34,4,0,0,0,0,0,0,500000.0,4.9344739331306915,7.7406644019172415,7.132497551660044,7.095893221097532,7.049254841255837,9.668840589963489,0
3,22,5,1,2,2,0,0,0,30000.0,6.90875477931522,4.454347296253507,7.44716835960004,4.653960350157523,0.0,0.0,1
1,38,4,0,0,0,0,0,0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
